,id,code,statDate,pubDate,statDate.1,eps,adjusted_profit,operating_profit,value_change_profit,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual
4628,189247,002095.XSHE,2022-12-31,2023-04-29,2022-12-31,0.09,12424943.8,25147807.02,14705582.3,2.4731,1.3533,1.8843,7.2349,19.3098,94.2036,8.4484,7.0608,12.9114,7.1328,-3.7125,68.893,40.2863,54.7201,97.6727,-29.6266,-498.8252,-10.0052,,-9.3411,,29.9729,,34.836,,-0.1692,
4629,189248,600647.XSHG,2022-12-31,2023-04-29,2022-12-31,-0.0727,-18794026.98,4860723.0,1131962.71,-3.3696,-6.2596,0.1371,3.2314,83.6294,73.9907,31.8313,3.2314,1.9586,133.5431,-16.3745,80.6504,18.7818,,98.7646,-925.602,-3558.7301,-80.7837,,-80.7837,,3.5542,,-89.5831,,-272.5612,
4630,189249,002440.XSHE,2022-12-31,2023-04-29,2022-12-31,0.54,419330184.25,575774782.18,225985172.94,6.3532,4.3925,5.2353,10.0572,20.6182,90.814,13.8913,10.0572,1.0893,10.972999999999999,-1.2881,69.1852,27.1544,69.1378,55.2893,14.0909,153.3952,12.4851,,12.4851,,-16.6847,,-21.2735,,-27.4172,
4631,189250,002569.XSHE,2022-12-31,2023-04-29,2022-12-31,-0.49,-69231209.24,-710747.65,62487.17,-34.861,-33.9792,-20.7194,-50.7915,46.6425,100.5139,-48.9999,-50.7915,20.6554,25.6507,0.4279,,,,138.7463,-15.58,,-50.4266,,-50.4266,,-758.4155,,-318.5852,,-318.1669,
4632,189251,002040.XSHE,2022-12-31,2023-04-29,2022-12-31,0.2848,133301403.3,181089297.27,35101958.55,4.6326,4.4798,3.5145,20.3859,46.4641,77.8784,27.5894,20.3859,,19.0769,3.5001,81.2496,15.7493,96.7009,93.9411,35.9153,162.3539,2.7463,,2.7463,,0.5128,,-4.492,,-5.5072,
4633,189252,002081.XSHE,2022-12-31,2023-04-29,2022-12-31,0.48,1013828313.3,1674717549.39,13854994.24,10.7806,8.589,3.4649,5.9742,15.7792,92.3225,6.5267,5.9742,1.5696,5.9239,0.2915,117.9596,0.9759,79.6701,105.1949,1.3853,18.044,-14.0334,,-14.0334,,126.0944,,126.7324,,125.7073,
4634,189253,603116.XSHG,2022-12-31,2023-04-29,2022-12-31,-0.06,-75777156.37,-31266555.93,44627781.0,-1.1444,-2.3441,-0.6895,-1.419,34.9546,101.3888,-1.944,-1.419,22.589000000000002,14.0526,-0.8794,,,,99.2611,4.9369,,-10.3432,,-10.3432,,-157.0157,,-166.1718,,-264.2433,
4635,189254,002386.XSHE,2022-12-31,2023-04-29,2022-12-31,0.5424,534949230.67,631960253.33,17568881.14,9.389,9.123,3.2982,2.5406,7.2973,96.8929,3.3157,2.5406,0.4062,2.5044,0.7609,97.1112,2.6998,97.1665,88.3227,4.6956,151.1254,8.0457,,8.0457,,-16.785999999999998,,-20.8685,,-14.5801,
4636,189255,000666.XSHE,2022-12-31,2023-04-29,2022-12-31,0.6453,334636564.46,1840742071.58,304429533.83,4.7083,3.4677,2.7524,13.9856,23.5059,84.5143,12.8272,9.3541,1.3452,29.2498,2.2149,119.2071,19.715,73.6503,66.2198,14.4007,62.1976,-4.2062,,6.3126,,-22.2589,,-28.5134,,-24.4215,
4637,189256,603683.XSHG,2022-12-31,2023-04-29,2022-12-31,0.03,7754173.56,35139946.5,-12790073.79,0.602,0.8027,1.5369,1.9569999999999999,13.7692,97.5147,1.68,1.9569999999999999,1.541,7.7336,1.5782,155.9491,-56.7616,133.3402,91.1399,13.5543,545.368,1.3743,,1.3743,,-38.0885,,-14.9401,,-81.6455,
4638,189257,002198.XSHE,2022-12-31,2023-04-29,2022-12-31,0.0866,43973457.47,55414447.75,666143.45,6.2191,6.2246,5.3126,6.6649,65.3322,91.5936,8.1743,6.6649,46.6386,8.9614,-0.28,108.4485,1.3037,100.0882,100.8873,4.1193,49.0024,14.6999,,14.6999,,901.9366,,2874.0475,,2874.0475,
4639,189258,600250.XSHG,2022-12-31,2023-04-29,2022-12-31,0.14,-122091536.47,-20336980.84,95909744.91,7.2203,-20.8824,2.6161,5.9225,12.0022,102.47399999999999,5.6381,5.9225,3.8223,8.6259,1.057,-39.1439,184.6039,-289.2199,112.8564,-4.2097,,-0.45,,-0.45,,133.8217,,132.0362,,125.005,
4640,189259,603737.XSHG,2022-12-31,2023-04-29,2022-12-31,0.88,221566121.49,532992693.17,-27891.1,15.6362,10.5139,2.3732,2.7344,28.8986,95.2992,2.9445,2.7344,15.2583,7.0485,1.2089,166.0803,-0.0087,67.2405,110.6204,8.4315,179.3634,-0.7905,,-0.7905,,158.965,,178.2253,,179.0405,
4641,189260,000637.XSHE,2022-12-31,2023-04-29,2022-12-31,-0.25,-134444327.01,-52415247.51,-5252609.17,-13.66,-14.0348,-4.3542,-2.0771,3.5189999999999997,100.865,-2.5195,-2.0771,0.5248,2.7203,0.9629,,,,108.0738,7.1868,,8.7379,,8.7379,,-234.81900000000002,,-251.41299999999998,,-259.4638,
4642,189261,002364.XSHE,2022-12-31,2023-04-29,2022-12-31,-0.1,-64169994.92,-50436218.72,-339442.74,-2.4454,-2.8111,-1.7286,-3.5109,21.2407,103.1344,-4.2035,-3.5109,6.5418,17.0617,-0.0478,,,,81.5196,9.705,,-11.5331,,-11.5331,,-189.5625,,-166.8706,,-162.5096,
4643,189262,002554.XSHE,2022-12-31,2023-04-29,2022-12-31,0.12,62975378.32,42298626.65,159589449.27,6.6374,2.6255,3.7382,8.3123,19.9501,97.8711,9.728,8.3123,5.3621,13.04,-1.1474,22.0384,83.149,39.556999999999995,102.5075,-10.8905,-511.5648,24.6268,,24.6268,,85.4026,,71.96600000000001,,78.4951,
4644,189263,603008.XSHG,2022-12-31,2023-04-29,2022-12-31,0.62,204495922.91,313835965.92,-15908897.15,7.0952,6.108,3.1373,3.4727,32.4016,95.9963,4.3298,3.4727,19.5206,7.6386,0.4809,97.3862,-4.9367,86.0866,109.3835,10.7324,268.0658,0.8606,,0.8606,,-52.7483,,-55.0299,,-57.4864,
4645,189264,000928.XSHE,2022-12-31,2023-04-29,2022-12-31,0.4927,552108429.74,821289994.39,146025381.6,9.924,8.6817,2.6071,3.5491,9.2862,95.6123,4.4162,3.5491,0.2033,4.4489,0.09300000000000001,99.2314,17.6434,87.4823,92.10799999999999,6.209,141.5074,18.0018,,18.0018,,-1.0971,,0.29100000000000004,,-2.7417,
4646,189265,605179.XSHG,2022-12-31,2023-04-29,2022-12-31,-0.32,-116262156.58,-136072825.75,-2129508.79,-11.2903,-10.1579,-4.7796,-5.3122,29.5101,105.5938,-5.867000000000001,-5.3122,25.5809,7.8428,0.8985,,,,110.0234,13.3578,,5.0152,,5.0152,,-882.7256,,-737.8929,,-737.8929,
4647,189266,001309.XSHE,2022-12-31,2023-04-29,2022-12-31,0.96,11484068.51,49354391.32,33016040.29,8.1664,1.3958,4.3026,5.6371,17.1893,95.8549,5.2649,5.6371,0.5719,9.7674,2.4071,75.2051,50.3091,17.0915,87.5487,-27.7777,-670.1271,10.2683,,10.2683,,-40.4612,,-31.6291,,-31.5552,
4648,189267,688311.XSHG,2022-12-31,2023-04-29,2022-12-31,0.23,9843255.66,24377139.92,151791.07,1.4795,0.5604,1.0647,5.7132,48.6927,94.9097,4.2026,5.7132,6.0701,36.2049,0.1708,107.1756,0.6674,37.8759,95.4905,8.5763,168.4845,0.6536,,0.6536,,-86.9967,,-79.7003,,-80.6681,
4649,189268,000612.XSHE,2022-12-31,2023-04-29,2022-12-31,0.254,249188710.2,-90346758.53,402530206.62,5.8348,4.7973,3.858,4.5398,1.4659,101.3533,3.0609,4.5398,0.0767,1.7123,0.3367,-32.9281,146.7075,82.2186,109.488,9.4112,,35.7506,,35.7506,,-72.8386,,-23.5839,,-23.5839,
4650,189269,001330.XSHE,2022-12-31,2023-04-29,2022-12-31,-0.06,-193577461.56,-155582934.74,29617879.03,-1.1653,-3.1285,-0.4952,-3.8882,35.7392,107.7345,-2.7326,-3.8882,17.2692,11.0323,13.530999999999999,,,,133.125,53.5866,,-35.6017,,-35.6017,,-109.6708,,-121.9796,,-119.8818,
4651,189270,688667.XSHG,2022-12-31,2023-04-29,2022-12-31,1.3,40674600.0,27808820.74,19150115.26,4.5834,2.7813,3.6369,9.4141,35.8303,96.0943,7.8019,9.4141,3.7667,27.7704,-0.2466,45.276,31.1786,60.6822,75.9226,-4.3771,-112.068,-14.6977,,-14.6977,,-61.345,,-51.2702,,-51.2702,
4652,189271,603033.XSHG,2022-12-31,2023-04-29,2022-12-31,0.3,219624060.52,160747147.95,155738300.62,7.3224,6.9206,3.8066,6.5561,11.8598,95.8495,7.9419,6.5561,1.0696,3.9901,2.2252,52.6017,50.9627,94.5125,86.7621,5.7343,138.1576,15.1166,,15.1166,,58.6542,,77.4508,,86.9337,
4653,189272,600751.XSHG,2022-12-31,2023-04-29,2022-12-31,0.07,77910000.0,56628000.0,146934000.0,2.772,1.1091,1.6889,132.0756,-2.572,61.4595,133.9438,132.0756,0.245,58.132,-101.4476,29.0858,75.4696,40.0111,106.7971,-57.3643,-148.8416,-99.9144,,-99.9144,,-95.5488,,-94.7514,,-93.6783,
4654,189273,688071.XSHG,2022-12-31,2023-04-29,2022-12-31,0.5,29893027.87,46138780.19,-61.35,7.5238,6.185,3.3193,11.1837,49.7063,86.3008,11.3543,11.1837,4.1549,24.5823,7.1312,121.0578,-0.0002,82.2064,93.5532,19.4027,141.6339,5.0201,,5.0201,,-37.8481,,-36.2451,,-37.3193,
4655,189274,600333.XSHG,2022-12-31,2023-04-29,2022-12-31,-0.16,-116293633.81,-142436010.63,9456703.25,-4.7685,-5.626,-1.6617,-5.1882,16.1585,107.5121,-6.4138,-5.1882,10.1896,7.6579999999999995,4.9489,,,,100.1819,7.577999999999999,,5.5294,,5.5294,,-351.6974,,-451.2779,,-502.4463,
4656,189275,603567.XSHG,2022-12-31,2023-04-29,2022-12-31,0.1969,-280458034.02,-436299162.89,25418703.62,2.6219,-3.9664,1.6468,4.5295,17.5485,110.3403,7.0514,4.5239,14.4169,9.3126,3.2072,-146.1715,8.5159,-151.2795,111.06200000000001,-7.7547,,2.1659,,2.1163,,-34.7697,,-42.6372,,-44.1762,
4657,189276,600448.XSHG,2022-12-31,2023-04-29,2022-12-31,-0.14,-99612620.08,-12022681.79,-756483.51,-6.5631,-7.619,-2.2769,-2.4771,9.7061,100.3446,-2.4832,-2.4771,1.2236,6.4944,1.7108,,,,96.9535,4.5686,,-3.66,,-3.66,,-71.152,,-51.3814,,-49.8199,
4658,189277,000913.XSHE,2022-12-31,2023-04-29,2022-12-31,0.9209,394746554.47,559772161.01,-19574136.42,12.8718,12.1652,6.7048,7.0324,27.1504,90.0897,8.2124,7.0324,3.5323,10.4828,-3.3182,117.6803,-4.115,94.5105,111.4141,18.4239,185.9067,31.0698,,31.0698,,92.7585,,71.45,,75.7832,
4659,189278,600733.XSHG,2022-12-31,2023-04-29,2022-12-31,-1.2747,-5837906859.31,-5113690311.54,17654366.69,-65.0854,-69.5281,-15.3214,-56.713,-5.1964,153.7476,-57.0186,-56.713,20.9354,21.2065,5.8878,,,,150.3057,37.0146,,9.3993,,9.3993,,-4.7545,,-4.3705,,-4.2163,
4660,189279,600212.XSHG,2022-12-31,2023-04-29,2022-12-31,-0.1887,-105829056.99,-41836381.21,356780.05,-52.1348,-57.151,-22.7479,-34.3486,20.6243,114.6075,-34.4008,-34.3486,11.7438,21.8437,0.7043,,,,81.6674,-6.1299,,17.9584,,17.9584,,-394.2894,,-390.037,,-380.8976,
4661,189280,000989.XSHE,2022-12-31,2023-04-29,2022-12-31,0.4198,118359011.91,239587935.01,185117199.49,9.0347,2.9757,6.7766,11.7335,58.7297,92.1013,15.0468,11.7335,36.8548,12.6689,-0.0857,52.4294,40.5095,32.9368,107.6823,16.4553,208.3297,-19.843,,-19.843,,24.5327,,32.8031,,32.7508,
4662,189281,688055.XSHG,2022-12-31,2023-04-29,2022-12-31,0.075,216328689.03,406567215.92,7071424.04,5.3349,4.5863,3.5662,5.9818,18.9322,90.3354,6.1983,5.9818,1.4415,7.5521,-0.2863,151.2693,2.6310000000000002,85.9679,112.0753,5.9523,61.5887,-26.6214,,-26.6214,,-74.5046,,-72.3654,,-72.3654,
4663,189282,000545.XSHE,2022-12-31,2023-04-29,2022-12-31,-0.1479,-155397800.34,-53364111.01,-87054281.43,-7.9036,-8.4179,-4.7408,-5.8198,6.3165,102.1261,-6.6259,-5.8198,0.2657,7.0437,0.6234,,,,63.3597,1.2909,,-4.2033,,-4.2033,,-213.2672,,-236.1215,,-235.9612,
4664,189283,603353.XSHG,2022-12-31,2023-04-29,2022-12-31,0.6,86937286.01,119506935.35,10747431.11,6.1896,5.1962,4.422,2.5969,9.8655,97.0079,3.5971,2.5969,5.4759,0.8657,0.3147,84.8493,7.6306,83.9508,133.4563,3.1745,106.0941,1.5466,,1.5466,,14.7291,,13.6023,,13.2287,
4665,189284,688092.XSHG,2022-12-31,2023-04-29,2022-12-31,0.77,41413007.06,45584965.12,363247.1,8.5818,7.8349,7.247000000000001,15.2705,43.6813,84.6541,16.9356,15.2705,16.723,15.3416,-4.5648,90.5802,0.7218,91.2965,101.9357,11.4452,74.5811,-6.831,,-6.831,,-10.2612,,-14.7746,,-14.7746,
4666,189285,600228.XSHG,2022-12-31,2023-04-29,2022-12-31,0.0833,69218007.24,74604262.4,-717795.02,6.7198,6.8367,4.6385,13.3232,73.0568,85.3903,14.3705,13.3232,44.9498,15.1683,-2.0216,101.7169,-0.9787,101.7394,109.6286,24.3307,166.5379,3.1489,,3.1489,,-12.3729,,-20.423,,-20.423,
4667,189286,688017.XSHG,2022-12-31,2023-04-29,2022-12-31,0.9212,127522536.77,159522311.34,17411363.72,8.2321,6.7595,6.9518,35.0879,48.69,64.2122,37.9538,35.0879,1.3185,15.5326,-4.6624,93.5684,10.2127,82.1124,71.9099,5.8672,16.3945,0.54,,0.54,,-21.4503,,-17.7186,,-17.9091,
4668,189287,688227.XSHG,2022-12-31,2023-04-29,2022-12-31,0.42,32712586.49,55454305.31,7859972.64,3.3094,2.2982,2.6378,10.0216,41.3863,88.8759,9.2948,10.0216,6.3926,25.3562,-1.7687,119.8339,16.985,69.4445,84.387,3.7369,33.593,5.8391,,5.8391,,-19.3511,,-6.3376,,-15.3055,
4669,189288,603633.XSHG,2022-12-31,2023-04-29,2022-12-31,0.24,67487412.23,85734626.19,439069.9,4.6103,4.5521,2.8641,7.3446,25.7417,90.7874,7.9339,7.3446,2.5326,11.0258,2.3347,118.9042,0.6089,98.7367,72.6461,9.1461,99.2782,35.7494,,35.7494,,46.3578,,43.2185,,43.2185,
4670,189289,002558.XSHE,2022-12-31,2023-04-29,2022-12-31,0.46,1017874613.71,517202496.49,206018400.44,7.5964,9.0865,6.6352,40.9211,84.0363,74.6184,40.7935,40.9211,17.4648,40.7903,-0.7456,62.3368,24.8307,119.6159,101.5796,36.1609,142.4692,-4.0749,,-4.0749,,-20.8097,,-15.7333,,-14.4349,
4671,189290,002602.XSHE,2022-12-31,2023-04-29,2022-12-31,-0.96,-6680604995.85,222603126.39,-641202245.5,-25.6925,-24.2018,-19.1584,-61.7355,51.5152,98.0601,-60.4816,-61.7355,20.0303,25.8067,3.3623,,,,98.1133,12.9919,669.7304,-17.6171,,-17.6171,,-313.8063,,-379.54,,-404.8115,
4672,189291,600219.XSHG,2022-12-31,2023-04-29,2022-12-31,0.29,3825652412.31,4530198736.16,118661761.52,7.9926,8.6977,6.1669,11.2839,20.906,87.0385,12.2511,11.2839,0.8339,6.9926,-0.6374,106.4591,2.7885,108.8217,88.846,19.0799,147.2047,21.6752,,21.6752,,3.3104,,6.032,,3.0696,
4673,189292,688003.XSHG,2022-12-31,2023-04-29,2022-12-31,0.7979999999999999,121691894.16,157489448.87,-26665913.77,9.4363,7.5496,5.5114,9.5713,40.5488,90.0898,9.1312,9.5713,11.0389,19.8856,-0.5319,107.8006,-18.2527,80.0059,89.8682,-7.2108,-72.7617,25.6022,,25.6022,,11.8668,,13.4036,,13.4036,
4674,189293,002164.XSHE,2022-12-31,2023-04-29,2022-12-31,0.62,55799698.57,89108491.39,321924463.03,29.2059,4.9667,14.06,22.3466,23.7893,93.9316,27.7693,22.3466,3.965,11.4431,1.2185,26.1571,94.4984,17.006,49.3801,-1.2821,-21.1268,-9.0577,,-9.0577,,0.7868,,-1.392,,-1.3642,
4675,189294,000411.XSHE,2022-12-31,2023-04-29,2022-12-31,0.71,200389762.63,629206154.5,450311.51,10.6659,10.0709,3.6406,1.5106,6.4673,97.9451,2.1035,1.5106,2.2376,1.4969,0.4712,100.4779,0.0719,94.4215,99.1047,1.2775,62.1684,14.546,,14.546,,15.2684,,16.7608,,26.4699,
4676,189295,603660.XSHG,2022-12-31,2023-04-29,2022-12-31,-1.1801,-618365864.07,-564796930.49,-115807.4,-36.0593,-38.2345,-16.8073,-37.4859,52.0618,135.8185,-35.1125,-37.4859,34.8275,50.8907,1.2823,,,,134.6921,-7.6705,,-39.6633,,-39.6633,,-1011.9921,,-1030.4761,,-1023.704,
4677,189296,002548.XSHE,2022-12-31,2023-04-29,2022-12-31,0.03,-75299870.19,-58599863.21,106791858.85,1.0037,-3.8099,-0.2187,-0.3818,9.7545,101.4746,-0.4236,-0.3818,1.2402,7.0416,2.7079,,,-379.596,105.383,3.3366,,-18.35,,-18.35,,97.9927,,98.62799999999999,,101.9992,
4678,189297,603638.XSHG,2022-12-31,2023-04-29,2022-12-31,0.3,221245175.3,276402283.06,8029364.32,8.3782,7.4351,4.9711,12.3115,28.8694,86.3505,14.1958,12.3115,4.7181,8.5587,1.2828,95.1636,2.7645,88.7437,68.9398,7.8971,57.8562,-24.552,,-24.552,,-47.0001,,-46.9288,,-46.9288,
4679,189298,603717.XSHG,2022-12-31,2023-04-29,2022-12-31,-1.1555,-356334762.57,-30108129.76,1844337.48,-21.8452,-27.8598,-6.9434,-24.9449,11.325999999999999,103.1863,-30.1038,-24.9449,0.4899,11.6714,1.5461,,,,117.8738,11.1682,,48.0865,,48.0865,,-18.2176,,-6.8673,,-30.111,
4680,189299,002403.XSHE,2022-12-31,2023-04-29,2022-12-31,-0.23,-98751076.61,-110230499.19,2314265.33,-3.7301,-4.6787,-1.7704,-3.3369,27.5951,103.7494,-3.1914,-3.3369,17.0941,12.6042,0.629,,,,103.1702,-1.3082,,-16.198,,-16.198,,14.5118,,1.9021,,11.0486,
4681,189300,600773.XSHG,2022-12-31,2023-04-29,2022-12-31,0.14,115960621.95,164628678.87,21649057.52,3.1403,3.1059,0.3348,1.9445,31.4602,93.2982,6.2345,1.9445,4.3933,5.8418,7.0273,107.568,14.1454,98.9032,119.8161,41.669,621.7575,-2.3058,,-2.3058,,-33.3387,,-57.1258,,-1.0245,
4682,189301,600337.XSHG,2022-12-31,2023-04-29,2022-12-31,-0.2,-315548144.23,-399305613.15,4176341.87,-6.9518,-7.3693,-3.0027,-6.561,42.2078,108.8817,-8.6322,-6.561,33.467,13.3884,3.2713,,,,110.427,4.7227,,-14.777999999999999,,-14.777999999999999,,-260.7405,,-231.7204,,-230.0121,
4683,189302,300128.XSHE,2022-12-31,2023-04-29,2022-12-31,-0.2062,-244445588.79,-24354881.98,-55798152.05,-29.8642,-32.3548,-8.5809,-14.7857,23.3819,101.7372,-17.0047,-14.7857,4.269,17.7143,2.3416,,,,85.6006,7.7981,,44.211999999999996,,44.211999999999996,,18.033,,39.9044,,34.726,
4684,189303,002244.XSHE,2022-12-31,2023-04-29,2022-12-31,1.2,3721991935.03,3952882510.34,2217849550.55,16.9607,16.8744,1.6001,9.4057,17.4763,90.4755,12.8196,9.4057,1.9531,1.5093,2.4558,74.435,41.7634,99.4911,198.7638,12.5623,131.895,9.2846,,9.2846,,-21.1267,,-20.6729,,23.5754,
4685,189304,603360.XSHG,2022-12-31,2023-04-29,2022-12-31,1.61,399418246.97,473370071.9,-7566118.83,32.0651,31.8144,23.5067,32.0346,53.1632,62.3311,36.7346,32.0346,0.9123,14.679,-1.2854,102.587,-1.6397,99.2182,90.07600000000001,38.1885,101.3795,24.884,,24.884,,52.4927,,60.7102,,60.7102,
4686,189305,000831.XSHE,2022-12-31,2023-04-29,2022-12-31,0.4237,410064575.22,558920854.66,-4576627.23,14.7996,14.6012,11.7259,11.2374,17.0582,85.23700000000001,14.6966,11.2374,0.0757,1.5153,0.4674,100.5287,-0.8232,98.6594,102.6388,26.2651,177.9119,27.3294,,27.3294,,114.5156,,106.066,,112.7037,
4687,189306,603221.XSHG,2022-12-31,2023-04-29,2022-12-31,-0.15,-46321835.91,-74938325.11,7142906.07,-2.5201,-3.2755,-2.3113,-5.6007,3.4166,109.3796,-7.7224,-5.6007,2.6139,11.110999999999999,-1.6391,,,,104.87299999999999,7.7515,,-25.9181,,-25.9181,,-16975.9547,,-861.0257,,-706.1219,
4688,189307,002100.XSHE,2022-12-31,2023-04-29,2022-12-31,0.22,313934261.71,376632979.3,17082869.74,3.9945,4.1585,1.1719,1.2799,10.4997,97.749,1.6532,1.2799,2.8402,3.9323,1.2419,159.6975,7.2434,104.1073,102.7873,1.9603,87.0836,6.4972,,6.4972,,144.84,,130.7969,,142.9072,
4689,189308,603363.XSHG,2022-12-31,2023-04-29,2022-12-31,-1.34,-999153175.19,-862291832.52,-119764820.11,-54.5807,-52.4861,-6.8619,-5.6769,4.3874,103.9897,-6.0676,-5.6769,1.9095,3.8186,2.4637,,,,100.8055,3.0705,,19.8184,,19.8184,,27.413,,33.7113,,31.6372,
4690,189309,002067.XSHE,2022-12-31,2023-04-29,2022-12-31,0.1,98006001.75,-150434457.86,14930580.81,2.1447,1.7875,1.5469,1.9745,5.2809,102.4158,2.0202,1.9745,0.5881,5.9093,0.1245,-121.61399999999999,12.0702,83.3425,107.3754,14.8642,,0.0418,,0.0418,,-74.1599,,-73.7301,,-73.342,
4691,189310,601966.XSHG,2022-12-31,2023-04-29,2022-12-31,0.2,179297513.0,330174407.0,10781325.0,1.6372,1.0066,0.8159,1.7158,13.6125,98.0585,0.9228,1.7158,2.9705,7.8893,0.3309,210.7947,6.8832,61.4839,86.6034,0.86,44.2938,-8.4682,,-8.4682,,-78.5103,,-62.9975,,-63.0262,
4692,189311,603960.XSHG,2022-12-31,2023-04-29,2022-12-31,0.25,49957905.33,65369652.86,665399.87,6.5444,5.075,5.369,9.9685,23.9844,90.3481,8.109,9.9685,0.9929,13.3408,-0.5834,91.0066,0.9264,77.5474,92.2672,2.3859,24.7197,20.7442,,20.7442,,15.9595,,30.6568,,29.3155,
4693,189312,002748.XSHE,2022-12-31,2023-04-29,2022-12-31,0.7509999999999999,178569605.39,228642511.8,-260995.8,14.3806,14.2534,8.9938,6.9552,17.7438,91.178,8.8605,6.9552,0.4968,7.3765,0.4917,105.2558,-0.1201,99.1157,49.8904,3.6194,41.0274,19.182000000000002,,19.182000000000002,,-13.0838,,-10.3544,,-7.8883,
4694,189313,600601.XSHG,2022-12-31,2023-04-29,2022-12-31,-0.1,-814279250.21,-310429954.51,362308574.9,-30.7923,-59.1996,-6.1144,-8.7032,16.2269,106.35,-5.6166,-8.7032,5.4048,12.3722,3.9602,,,,113.9114,9.7821,,-9.9956,,-9.9956,,76.3807,,64.9483,,65.044,
4695,189314,605303.XSHG,2022-12-31,2023-04-29,2022-12-31,-1.62,-281415854.24,-15218142.56,2923038.86,-17.1149,-18.4071,-8.4363,-50.8228,17.9404,102.9587,-60.1361,-50.8228,3.8599,22.7195,-5.9741,,,,152.2896,-23.9653,,-57.9675,,-57.9675,,-542.3951,,-515.597,,-523.8217,
4696,189315,000402.XSHE,2022-12-31,2023-04-29,2022-12-31,0.28,-347832064.8,3042587.05,1071103922.64,2.2554,-0.9269,0.4074,3.1575,15.6431,99.9852,4.6769,3.1575,4.2208,1.9282,6.726,0.2799,98.5368,-41.0974,90.0474,27.364,184421.8125,-15.1086,,-15.1086,,-64.1271,,-59.0509,,-48.4808,
4697,189316,002495.XSHE,2022-12-31,2023-04-29,2022-12-31,-0.0585,-13624936.5,-11086232.67,-48712405.93,-4.5985,-1.1440000000000001,-4.33,-26.3824,25.059,105.3402,-30.046999999999997,-26.3824,3.4043,25.3139,-1.8776,,,,104.7943,2.3111,,-25.803,,-25.803,,-280.1416,,-305.0061,,-305.0061,
4698,189317,002371.XSHE,2022-12-31,2023-04-29,2022-12-31,4.4612,2106066422.59,2317399259.8,-2113965.33,12.8411,11.4949,6.9043,17.2997,43.8347,84.2226,19.5223,17.2997,5.461,22.2407,-0.5652,81.1846,-0.0741,89.516,108.42299999999999,-4.956,-31.4119,51.6822,,51.6822,,131.9223,,112.9261,,118.3687,
4699,189318,002731.XSHE,2022-12-31,2023-04-29,2022-12-31,0.19,33784678.83,49819622.9,-266201.47,3.6413,2.5733,1.4774,1.1155,5.5673,98.8155,1.6164,1.1155,1.8362,0.7298,1.528,73.0834,-0.3905,70.6681,113.8938,-1.3167,-111.15799999999999,14.2865,,14.2865,,15.6641,,40.137,,40.2479,
4700,189319,603123.XSHG,2022-12-31,2023-04-29,2022-12-31,-0.55,25233770.87,-7085401.32,25528556.73,-12.0201,0.6908,-5.6212,-11.1651,26.809,100.1786,0.9988,-11.1651,14.7545,9.1602,1.6291,,,,131.2718,6.1701,,13.4144,,13.4144,,-78.0354,,-363.8995,,-365.61,
4701,189320,002269.XSHE,2022-12-31,2023-04-29,2022-12-31,-0.33,-834096284.06,-343919693.59,-56379652.85,-171.6487,-174.0019,-18.5129,-57.1654,32.0972,123.8939,-56.9992,-57.1654,39.8542,9.4522,6.1539,,,,105.1921,-37.1649,,-45.4515,,-45.4515,,-99.5758,,-104.8998,,-104.8998,
4702,189321,600469.XSHG,2022-12-31,2023-04-29,2022-12-31,0.12,50839079.12,128107426.81,11654681.17,3.0027,1.8061,1.1471,1.6945,13.9026,97.4316,1.936,1.6945,2.7369,7.7224,0.0931,118.1588,10.7496,60.1494,108.8373,9.0344,351.755,-10.2505,,-10.2505,,172.7114,,177.5249,,177.5249,
4703,189322,000816.XSHE,2022-12-31,2023-04-29,2022-12-31,-0.0179,-40454272.32,16823848.37,13075887.42,-1.1902,-1.8753,-0.2394,-0.7201,15.0789,98.6153,-0.624,-0.7201,3.1689,9.4831,-0.4464,,,,96.2308,-19.6559,-1419.4567,-46.7613,,-46.7613,,-110.0609,,-113.5909,,-155.6056,
4704,189323,002928.XSHE,2022-12-31,2023-04-29,2022-12-31,-1.9148,-1986357943.78,-2545782164.16,-5521025.62,-51.4723,-51.7904,-11.7152,-74.6893,-47.4807,196.3157,-88.5654,-74.6893,6.7636,9.8757,31.6729,,,,107.3291,11.9784,,-33.338,,-33.338,,-1691.4588,,-1653.7742,,-1653.7742,
4705,189324,600166.XSHG,2022-12-31,2023-04-29,2022-12-31,0.01,-308287059.85,217754767.82,-194754616.16,0.5412,-2.5627,0.0875,0.0917,11.379000000000001,99.5312,0.2102,0.0917,3.8503,6.6274,-0.1818,159.9503,-143.0556,-473.4928,71.0567,1.8730000000000002,399.5042,-15.5112,,-15.5112,,101.9731,,100.8419,,101.2865,
